textid	Language	text	target
8529	en	"They're polishing the government
Resembles a last waltz
We are the playthings
We are the form
Soon it may come
Since we can rise
Too long since I've seen you
We move like satellites
My future lies
In space travel
She's coming over me
They're burning the tenements
Topless progressive thinking
Political holes
Got six but pray for seven
My future lies
In space travel
She's coming over me
I employ spies
To stroll the gravel
They never want to leave
The future lies
The future lies
Scared of the government scared of the government
The future lies
In space travel
There's someone after me
I employ spies
In silver tassels
The never seem that pleased
The future lies
The future lies (space)
The future lies
The future lies (space)
The future lies
The future lies (space travel)
The future lies (space travel)
."	Rock
7916	en	"Rescue me from the mire
Whisper words of desire
Rescue me - darlin' rescue me
With your arms open wide
Want you here by my side
Come to me - darlin' rescue me
When this world's closin' in
There's no need to pretend
Set me free - darlin' rescue me
I don't wanna let you go
So I'm standin' in your way
I never needed anyone
Like I'm needin' you today
Do I have to say the words?
Do I have to tell the truth?
Do I have to shout it out?
Do I have to say a prayer?
Must I prove to you
- How good we are together?
Do I have to say the words?
Rescue me from despair
Tell me you will be there
Help me please - darlin' rescue me
Every dream that we share
Every cross that we bear
Can't you see - darlin' rescue me
I don't wanna let you go
So I'm standin' in your way
I never needed anyone
Like I'm needin' you today
Do I have to say the words?
Do I have to tell the truth?
Do I have to shout it out?
Do I have to say a prayer?
Must I prove to you
- How good we are together?
Do I have to say the words?"	Rock
6863	en	"A whiskey bottle comforts me
And tells me not to cry
While a full moon says a prayer for me
I try to close my eyes
But the night's there to remind me
Of the guns and the early graves
The ghosts appear as I fall asleep
To sing an outlaw's serenade
Dyin' ain't much of a livin'
When you're livin' on the run
Dyin' ain't much of a livin' for the young
Is it too late to ask for forgiveness
For the things that I have done
Dyin' ain't much of a livin' for the young
The desert's been a friend to me
It covers me by night
And a snakebite's not my enemy
But it taught me how to fight
All this fame don't bring you freedom
Though it wears a thin disguise
When an outlaw is just a man to me
And a man has to die
Dyin' ain't much of a livin'
When you're livin' on the run
Dyin' ain't much of a livin' for the young
Is it too late to ask for forgiveness
For the things that I have done
Dyin' ain't much of a livin' for the young
And I hope someone will pray for me
When it's my turn to die..
PRAY FOR ME !!!
Dyin' ain't much of a livin'
When you're livin' on the run
Dyin' ain't much of a livin' for the young
Is it too late to ask for forgiveness
For the things that I have done
Dyin' ain't much of a livin' for the young."	Rock
7892	en	"Some people walk the straight and narrow - some walk the rocky road
some get the silver spoon and some get the heavy load
there's a man in a paper box he smiles whenever we walk by
we just walk a little faster and say ""there but for the grace of God go I""
but a little love - just a little love - a little love can change it all
I've been up and down this highway and I ain't seen a road sign yet
it's a cold hard world baby you gotta hang on to what you get
I don't believe in miracles but that don't mean they don't come true
well I may not get to heaven but I get a little closer when I'm with you
but a little love - just a little love - a little love can change it all

well I get a little tired walkin' down the street
people on my side - everyone I meet
but they don't know what's on my mind
and they don't know that they might find
a little love - just a little love - a little love can change it all

right when you think you don't need love is when you need it most
even if you got the father the son and the holy ghost
well there's more to truth baby than what we know is true
ya we wander round in the darkness
but every now and then a little light shines thru
and a little love - just a little love - a little love can change it all"	Rock
6439	en	"So run here baby, put your little hands in mine
I've got something to tell you
I know you're gonna change your mind
When things go wrong, so wrong with you
It hurts me too.
I want you, baby, just to understand
I don't wanna be your boss, baby
I just wanna be your man
When things go wrong, so wrong with you
It hurts me too.
Now when you go home, you don't have to get along
Come back to me, baby
Where I live that's where you belong
When things go wrong, so wrong with you
It hurts me too.
I love you baby, and you know that it's true
I wouldn't mistreat you, baby
Nothing in this world is like you
Yes, when things go wrong, so wrong with you
It hurts me too
When things go wrong, so wrong with you
It hurts me too.
So run here baby, put your little hands in mine
I've got something to tell you, baby
I know you're gonna change your mind
When things go wrong, so wrong with you
Don't you know, really, don't you know it hurts me too.."	Rock
7869	en	"I got my first real six string
Bought it at the five and dime
Played till my fingers bled
Was the summer of '69
Me and some guys from school
Had a band and we tried real hard
Jimmy quit and Jody got married
I shoulda known we'd never get far
oh when I look back now
That summer seemed to last forever
And if I had the choice
Ya - I'd always wanna be there
Those were the best days of my life
Ain't no use in complainin'
When you got a job to do
Spent my evenin's down at the drive-in
And that's when I met you - yah
Standin' on your mama's porch
You told me that you'd wait forever
Oh and when you held my hand
I knew that it was now or never
Those were the best days of my life
Back in the summer of '69
Man we were killin' time
We were young and restless
We needed to unwind
I guess nothin' can last forever - forever, no...
And now the times are changin'
Look at everything that's come and gone
Sometimes when I play that old six string
I think about ya'n wonder what went wrong
Standin' on your mama's porch
You told me it would last forever
Oh the way you held my hand
I knew that it was now or never
Those were the best days of my life
Back in the summer of '69"	Rock
1016	en	"Baby, I'm on the hunt
Baby, I got my target on you
Trouble, that's what I want
And I'm gonna do
Just what I have to
Get ur ass down to the front
Go on and roll it out, I dare u
Sorry I'm kinda drunk but
Did u just say ur game
Was brand new
No, I ain't broken, but I
Need a fix
That satisfaction when I
Get my kicks
I'm up all night
I'm outta sight
Don't turn on the light
'Cuz I'm feeling so shady lately
Come on and take me
Underground deep
Under the dtreet
Come on and take me
Take me down where
Freaks like us can meet
Turn it up, turn it up, turn it up
Turn it way up, don't stop the beat
Come on and turn me, turn me out
'Cuz I'm feeling so shady lately
Gonna go and get me a shot
Gonna knock it back, forget all
My Blues
Yeah,that really hits the spot
I'm feeling pretty fierce in my
Dancin' shoes
No, I ain't broken, but I
Need a fix
That satisfaction when I
Get my kicks
I'm up all night
I'm outta sight
Don't turn on the light
'Cuz I'm feeling so shady lately
Come on and take me
Underground deep
Under the dtreet
Come on and take me
Take me down where
Freaks like us can meet
Turn it up, turn it up, turn it up
Turn it way up, don't stop the beat
Come on and turn me, turn me out
'Cuz I'm feeling so shady lately
I throw more shade than a cloudy day
The brakes don't work, I'm just a
Runaway train
Somebody come and help me out,
All I wanna be is free
I was tryin' to get down, now I can't
Get out
I'm shady lately
Come on and take me
Underground deep
Under the dtreet
Come on and take me
Take me down where
Freaks like us can meet
Turn it up, turn it up, turn it up
Turn it way up, don't stop the beat
Come on and turn me, turn me out
'Cuz I'm feeling so shady lately
Turn it up, turn it up, turn it up
Turn it way up, don't stop the beat
Come on and turn me, turn me out
'Cuz I'm feeling so shady lately
Shady lately, that's how I play
They say maybe it's just a phase
Shady late, runaway train
Blame the game, quit blaming the gays
'Cuz I'm feeling so shady lately"	Pop
9467	en	"Lucille
You don't do your daddy's will
Lucille
You don't do your daddy's will
There ain't nothing to you but I love you still
Lucille
Please come back where you belong
Lucille
Please come back where you belong
I've been good to you baby
Please don't leave me alone
I woke up this morning Lucille was not in sight
I asked my friends about her but all their lips were tight
Lucille you don't do your daddy's will
Well there ain't nothing to you but I love you still
I love you Lucille
I woke up this morning Lucille was not in sight
I asked my friends about her but all their lips were tight
Lucille please come back where you belong
Well I've been good to you baby
Please don't leave me alone
'Cause I've been good to you baby please don't leave me alone
Lucille I love you
Lucille I've been good to you baby
Don't leave me
Better come back to me girl
Lucille
Don't leave me waiting here
Been good to you baby
Been good-Lucille"	Rock
7629	en	"Hey girl I'm calling all stations
Blowing down the (widened night [?] )
I'm singing through these power lines
And I'm running on time and feeling alright
Skipping over the curves in the air
Reaching to see if you're out there
Coming across your radio station
Calling out nation to nation
If you can hear me then say alright
And if you can't, meet me in the city tonight
I was busted for feeling no pain
Charged with doing things I can't explain
Picked up for parole violation
Locked with the boys in the subway station
Handcuffed on the killing floor
Transmitting from behind these jailhouse doors
And if you're sick, if you're tired, if you're broken
Check the line, check the time, check the action, check the score
Come and get me if I ain't right
But if I am, meet me in the city tonight!
Everybody's lost in romance
Do you feel the way I feel ohh
I'm just searching girl
For the blood, for the bone, for the muscle, for what's real
I was busted for feeling no pain
Charged with doing things I can't explain
Picked up for parole violation
Locked with the boys in the subway station
I pushed my way through the heartened [?] crowd
I shoved my way through the heartened [?] crowd
Past the sign saying this is not allowed
The way someones standing straight
Shouting out loud
Handcuffed to the jailhouse door
Transmitting from the gallow floor
And if you're sick, if you're tired, if you're broken
Check the line, check the time, check the action, check the score
If you can holler then say alright
If you can holler then say alright
If you can holler then say alright
If you can holler then say alright
If you can holler then say alright, and if you can't
Meet me in the city tonight! [x3]
In the city, meet me in the city tonight! [x4]"	Rock
995	en	"I want your body, mind, soul, et cetera
And one day you'll see, you should give it to me
And I don't want anyone instead of ya
Oh babe I'm goin crazy, come on and give it to me
And I ain't never met nobody betterer
You're someone else's baby
I'm so sick of living for other people
Took meeting you to realise
I don't wanna lose ya, I wanna keep ya
Put your little hand in mine and
Look into my eyes very eyes
Oh you make me wanna listen to music again
Yeah you make me wanna listen to music again
There had been many moons before I met ya
And I ain't going nowhere
And now you give me back my raison d'être
And I'm inspired again
And I know in some ways I'm kinda evil
Got my roots in you, got ties
But my heart's no stranger to upheaval
Put your little hand in mine and
Look into my eyes very eyes
Oh you make me wanna listen to music again
Yeah you make me wanna listen to music again
Ahhh music again
Look in to my eyes very eyes
I just wanna listen to music again
Oh yeah oh yeah oh yeah wooh oh hey!
I'm so sick of living for other people
Took meeting you to realise
I don't wanna lose ya, I wanna keep ya
Put your little hand in mine and
Look into my eyes very eyes whoa
Oh you make me wanna listen to music again whoa
Yeah you make me wanna listen to music again whoa
Oh you make me wanna listen to music again whoa
Yeah you make me wanna listen to music again"	Pop
4297	en	"Egg raid on mojo! (x4)
We dressed all in black
we snuk up around the back
we began to
Attack
the eggs they cracked on mojo's back
go!!
(chorus)
Gonna fight! gonna fight! gonna egg raid tonight!
Gonna fight! gonna fight! gonna egg raid tonight!
Egg raid! gon"	Rock
161	en	"I took a walk around the world
To ease my troubled mind
I left my body laying somewhere
In the sands of time
I watched the world float
To the dark side of the moon
I feel there is nothing I can do, yeah
I watched the world float
To the dark side of the moon
After all I knew it had to be
Something to do with you
I really don't mind what happens now and then
As long as you'll be my friend at the end
If I go crazy then will you still
Call me Superman
If I'm alive and well, will you be
There holding my hand
I'll keep you by my side
With my superhuman might
Kryptonite
You called me strong, you called me weak,
But still your secrets I will keep
You took for granted all the times
I never let you down
You stumbled in and bumped your head,
If not for me then you would be dead
I picked you up and put you back
On solid ground
If I go crazy then will you still
Call me Superman
If I'm alive and well,
Will you be there holding my hand
I'll keep you by my side
With my superhuman might
Kryptonite
If I go crazy then will you still
Call me Superman
If I'm alive and well,
Will you be there holding my hand
I'll keep you by my side
With my superhuman might
Kryptonite
Yeah!!
If I go crazy then will you still
Call me Superman
If I'm alive and well, will you be there
Holding my hand
I'll keep you by my side
With my superhuman might
Kryptonite"	Metal
5675	en	"Don't leave me all alone
Just drop me off at home
I'll be fine, it's not the first
Just like last time, but a little worse
She said that I'm not the one that she thinks about and
She said it stopped being fun, I just bring her down
I said don't let your future be destroyed by my past
She said don't let my door hit your ass
One more chance, I'll try this time
I'll give you yours, I won't take mine
I'll listen up, pretend to care
Go on ahead, I'll meet you there
She said that I'm not the one that she thinks about
She said it stopped being fun, I just bring her down
I said don't let your future be destroyed by my past
She said don't let my door hit your ass
Let's try this one more time with feeling
One more time with feeling
One more time with feeling
One more time with feeling
She said that I'm not the one that she thinks about
She said it stopped being fun, I just bring her down
I said don't let your future be destroyed by my past
She said don't let my door hit your ass
Don't leave my all alone
Just drop me off at home, and I'll be fine"	Pop
6873	en	"They judge you by your money
Or the color of your skin
They read you by the cover
Don't take time to read within
They judge you without jury
And you struggle to believe
No one could hear your story
Even justice had to leave
Chorus:
All I know (All we are is all alone)
Man is made of flesh & bone (Man is made of flesh &
bone)
Man is made of flesh & bone (All we are is all alone)
Man is made of flesh & bone (Man is made of flesh &
bone)
They build the walls around you
And they tell you you don't fit
And still you think you know me
You don't know the half of it
I'm a beggar, you're a savior
I'm your devil, you're a thief
I'll be here until you realize
I'm you and you are me
Chorus:
All that I know (All we are is all alone)
Man is made of flesh & bone (Man is made of flesh &
bone)
Man is made of flesh & bone (All we are is all alone)
Man is made of flesh & bone (Man is made of flesh &
bone)
All that I know (All we are is all alone)
Man is made of flesh & bone (Man is made of flesh &
bone)
Man is made of flesh & bone (All we are is all alone)
Man is made of flesh & bone (Man is made of flesh &
bone)
Do the cuts bleed any different
On a pauper or a king?
When it comes down to dying
The crown don't mean a thing
No, no, no?
Chorus:
(All we are is all alone)
Man is made of flesh & bone (Man is made of flesh &
bone)
Man is made of flesh & bone (All we are is on all
alone)
Man is made of flesh & bone (Man is made of flesh &
bone)
(All we are is all alone)
Man is made of flesh & bone (Man is made of flesh &
bone)
Man is made of flesh & bone (All we are is on all
alone)"	Rock
9692	en	"I welcome this pain, beating down on me
Is it your eyes that choose not to see?
All I would do if only you knew
All of my trust was given to you
Oh, please, this is what I can give
What else do you need from me?
I might be sick, broken, turn to pieces
So, whatever this is,
this thing that now I've become,
you hate it so much, you keep on running from it
No matter the distance, no matter how,
no matter how far
I buried this hurt
concelead in this heart
go lock all your doors,
these cold steps will warm
Oh, please, this is what I can give
What else do you need from me?
I might be sick, broken, turn to pieces
So, whatever this is,
this thing that now I've become,
you hate it so much, you keep on running from it
No matter the distance, no matter how,
no matter how far
no matter how far
(solo)
This is what I can give
What else do you need from me?
I might be sick, broken, turn to pieces
So, whatever this is,
this thing that now I've become,
you hate it so much, you keep on running from it
No matter the distance, no matter how,
no matter how far
No, no matter how far"	Metal
7989	en	"I bless the day I found you
I want to stay around you
And so I beg you, let it be me
Don't take this heaven from one
If you must cling to someone
Now and forever, let it be me
Each time we meet love
I find complete love
Without your sweet love what would life be
So never leave me lonely
Tell me you love me only
And that you'll always let it be me
Each time we meet love
I find complete love
Without your sweet love what would life be
So never leave me lonely
Tell me you love me only
And that you'll always let it be me"	Rock
3843	en	"Father can you hear me?
How have I let you down?
I curse the day that I was born...
And all the sorrow in this world...
Let me take you to the hurting ground
Where all good men are trampled down
Just to settle a bet that could not be won
Between a prideful father and his son
Will you guide me now, for I can't see
A reason for the suffering and this long misery
What if every living soul could be upright and strong
Well, then I do imagine...
There will be Sorrow
Yeah there will be Sorrow
And there will be Sorrow, no more
When all soldiers lay their weapons down
Or when all kings and all queens relinquish their crowns
Or when the only true messiah rescues us from ourselves
It's easy to imagine...
There will be Sorrow
Yeah there will be Sorrow
And there will be Sorrow, no more."	Pop
1021	en	"I wanna start a revolution
A type of personal solution
We all have got our own pollution
It's all about the execution
You got something to say, your hands are tied
Open your mouth, open it wide
Let the freedom begin
Get on the floor, just let it drop
Don't it feel good, don't feel hot
Feel the fire within
I wanna see ya strut strut strut
C'mon walk for me strut strut strut
How you wanna be
Everybody's looking for some love but they don't know
How to let it all hang out and that's why they're solo solo solo
Don't wanna be solo solo solo
Don't wanna be solo
We're a complicated nation
And now we're in a situation
Let's take a make believe vacation
And get yourself some validation
You got something to say, your hands are tied
Open your mouth, open it wide
Let the freedom begin
Get on the floor, just let it drop
Don't it feel good, don't feel hot?
Feel the fire within
I wanna see ya strut strut strut
C'mon walk for me strut strut strut
How you wanna be
Everybody's looking for some love but they don't know
How to let it all hang out and that's why they're solo solo solo
Don't wanna be solo solo solo
Don't wanna be solo
I'll be your mirror
Darling let your hair down
Show me what you're workin' with
And let me see ya strut strut strut strut strut
How you wanna be
Everybody's looking for some love but they don't know
How to let it all hang out and that's why they're solo solo solo
Don't wanna be solo solo solo
Don't wanna be solo
Strut for me and show me what you're workin' with
Strut for me and show me what you're walkin' with
Yeah, yeah, yeah
Yeah, yeah, yeah"	Pop
3073	en	"Today (today, today)
Today you turned your back on me
You"	Metal
7555	en	"Sleepy town ain't got the guts to budge
Baby, this emptiness has already been judged
I wanna go out tonight, I wanna find out what I got
You're a strange part of me, you're a preacher's girl
And I don't want no piece of this mechanical world
Got my arms open wide and my blood is runnin' hot
We'll take the midnight road right to the devil's door
And even the white angels of Eden with their flamin' swords
Won't be able to stop us from hittin' town in this dirty old Ford
Well it don't take no nerve when you got nothin to guard
I got tombstones in my eyes and I'm runnin' real hard
My baby was a lover and the world just blew her away
Once they tried to steal my heart, beat it right outta my head
But baby they didn't know that I was born dead
I am the Iceman, fightin' for the right to live
I say better than the glory roads of heaven, better off ridin'
Hellbound in the dirt, better than the bright lines of the freeway
Better than the shadows of your daddy's church
Better than the waiting, baby better off is the search."	Rock
3943	en	"I heard a lover lie, saw a lady cry her heart out
He was on his way, she would have to play the part out
And though he told her what she did was right
He only loved her when the moon was bright
And he was leavin'
She didn't understand, it didn't go the way she planned it
She thought the ties were strong
Then it all went wrong, she landed
She come down hard
[guitar solo (Joe Tansin)]
She was noticing just lately
She had seen a thing or two
Things would get a little shaky
And there was nothin' she could do
She go, ""boo hoo hoo""
She looked around the place and there was no one there to save her, oh no
And now her eyes would burn
He would not return, she knew it
And though he told her what she did was right
He only loved her when the moon was bright
And he was leavin'
She come down hard
Leavin'
Leavin' (come down hard)
Leavin' (come down hard)
Leavin', leavin', leavin', leavin', leavin', leavin', leavin', leavin'..."	Rock
1585	en	"You know how us Catholic girls can be
We make up for so much time a little too late
I never forgot it, confusing as it was
No fun with no guilt feelings
The sinners, the saviors, the loverless priests
I'll see you next Sunday
(Chorus)
We all had our reasons to be there
We all had a thing or two to learn
We all needed something to cling to
So we did
I sang Alleluia in the choir
I confessed my darkest deeds to an envious man
My brothers they never went blind for what they did
But I may as well have
In the name of the Father, the Skeptic and the Son
I had one more stupid question
(Repeat chorus)
What I learned I rejected but I believe again
I will suffer the consequence of this inquisition
If I jump in this fountain, will I be forgiven
(Repeat chorus)
We all had delusions in our head
We all had our minds made up for us
We had to believe in something
So we did"	Rock
3152	en	"I catch every whisper
Surrounding your head
You got the look
of a poor girl wondering
Where she will sleep tonight
Am I a fool to let you in
You said it would all work out
and everything will be the same
Someday soon
I followed willing just staring at your heels
As I walk towards the grave mistake
And am I a fool to let you
Sometime were blind and stupid
Sometimes we need to find out for ourselves
We all get carried away
Sally never had a night like this
Now shes dangling one foot off a cliff
Saying bet I could beat you down
Shes crouched behind her bedroom door
Making phone calls that her friends ignore
Wondering why the world let her down
And am I a fool to let you.
Sometimes were blind and stupid
Sometimes we need to find out for ourselves
Were just young and anxious
We all get carried away
Cause perfect is just not who we are
perfect is just not who we are
Sometimes were blind and stupid
Sometimes we need to find out for ourselves
We all get carried away sometimes"	Indie
8226	en	"Too many cuts and too many broken bones
Draining the life, burying skeletons
Do or die, this is the feeling I'm craving
Waiting for life to ignite
This is the moment for taking
A leap of faith, I'll
Jump into the fire, no fear, I'll
Take you the edge but it still can't break me
I'm not caving in!
The ring of the bells, feeling you resonate
Into the night, hearing you fade away
Do or die, this is a choice that I'm making
And it feels like I'm living a lie
This is the moment for taking
A leap of faith, I'll
Jump into the fire, no fear, I'll
Take you the edge but it still can't break me
I'm not caving in!
Nothing's gonna kill me, come take me
Closer to the edge but it still can't break me
I'm not caving in!
So fill your lungs, inhale the future
That's screaming out
So fill your lungs, inhale the future
That's screaming out
Release the pressure!
So fill your lungs, inhale the future
That's screaming out
Release the pressure!
So fill your lungs, inhale the future
That's screaming out
Jump into the fire, no fear, I'll
Take you the edge but it still can't break me
I'm not caving in!
Nothing's gonna kill me, come take me
Closer to the edge but it still can't break me
I'm not caving in!
(Jump into the fire)
(Jump into the fire)
I'm not caving in!
Too many cuts and too many broken bones"	Metal
775	en	"She was a fast machine
She kept the motor clean
She was the best damn woman that I ever seen
She had sightless eyes
Telling me no lies
Knockin' me out with those American thighs
Taking more than her share
Had me fighting for air
She told me to come, but I was already there
Cause the walls started shaking
The earth was quaking
My mind was aching
And we were makin' it
and you...
Shook me all night long
Yeah you, shook me all night long
Walking double time on the seduction line
She was one of a kind
She's just mine all mine
Wanted no applause
It's just another cause
Made a meal out of me, and come back for more
Had to cool me down
To take another round
Now I'm back in the ring to take another swing
But the walls was shaking
Earth was quaking
My mind was aching
And we were making it
and you...
Shook me all night long
Yeah you, shook me all night long
Knockin' me out, yeah you
Shook me all night long
You really shook me, yeah you
Shook me all night long
Yeah, you shook me
Well you shook me...
You, shook me all night long
Yeah you,Shook me all night long
You really got me, and you
Shook me all night long
You really got me, and you
Shook me all night long
Yeah you shook me
Yeah you shook me
All night long..."	Rock
9670	en	"The city is at war, a place among the young and rich.
ignore me if you see me, cause i just don't give a shit.
the city is at war, bless the young and rich with designer drugs and designer friends.
the city is at war, a place among the young and rich.
ignore me if you see me, cause i just don't give a shit.
the city is at war, bless the young and rich with designer drugs and designer friends.
here's how it goes, it's about who you know.
if you got money, you get in for free.
get on your knee's, if you want to reach the top.
your body never stops, never stops, don't stop, don't stop, no.
come on, stick around, we'll see how it ends.
get the money and run, meet me at the parking lot.
bang, bang, shoot 'em up.
yeah.
the city is at war, a place among the young and rich.
ignore me if you see me, cause i just don't give a shit.
the city is at war, bless the young and rich with designer drugs and designer friends.
this little girl, was alone in the world.
until she found a way to get it fixed for free.
oh, pretty please, it breaks my heart to see, another tragedy.
she finally got her picture on tv.
come on, live it up while you can.
but always in the end, no you don't get another shot.
bang bang, shoot 'em up.
yeah.
the city is at war, a place among the young and rich.
ignore me if you see me, cause i just don't give a shit.
the city is at war, bless the young and rich with designer drugs and designer friends.
the city is at war
the city is at war
the city is at war
bang bang, shoot 'em up, shoot 'em up, yeah.
bang bang, shoot 'em up, shoot 'em up, yeah.
bang bang, shoot 'em up, shoot 'em up, yeah.
bang bang, shoot 'em up, shoot 'em up, yeah"	Pop
7099	en	"I couldn't sleep
Took a walk down 2nd Avenue
Sick of dreaming dreams that never come true
One way street and I know where its leading to
There's a ""For Sale"" sign on the front door of the city hall
The subway line got graffiti crawling off the wall
I could take a hit but I ain't gonna take the fall
That's just one side of the story
In the two story town
Chorus
It's just the same old sights
And the same old sounds
I’m gonna take my car and drive out of this two story town
The same old ship is going ’round
I'm going down, down, down, down, down
In a two story town
There's a girl that I sleep with
Got ecstasy eyes
He promised her roses and American pies
I called her and my demons
I kissed them both goodbye
Chorus
One shot to make a move now
The ghosts are calling me out
And me I'm just one story
In a two story town
But you're never gonna find me in the lost and found
Chorus
Chorus 2:
It's just the same old sights and the same old sounds
I’m gonna take my horse and ride him off this merry-go-round
I won't give in and I won't back down
I'm going down, down, down, down down
Never going down, down, down, down, down
I ain't going down, down, down, down, down
In a two story town
In this two story town."	Rock
5486	en	"The gates of heaven were locked shut
The pits of hell they were all filled up
And I fear I don't belong here
Yeah
They might call me a sinner
A walking flame from the fire that burns
Disappear, you don't belong here
Yeah
The church of fear
The church of failure
The church of fools
So call me a nothing
Call me a something
Treat me cruel
Hey!
Whoa oh oh, whoa oh oh oh
We don't belong here, we don't belong
Whoa oh oh, whoa oh oh oh
We don't belong here
It's the anthem of the underground
So get back up when they push you down
We're singing
Whoa oh oh, whoa oh oh oh
We don't belong here, we don't belong
(We don't belong, we don't belong, we don't belong)
Who can here give a march of the rejects
Line up a parade of the defects
Can I hear we don't belong here
So rise from the darkness
Eyes of the dismissed
Hearts of the used
Show me your worst
Show me your cursed
Tell me the truth
Whoa oh oh, whoa oh oh oh
We don't belong here, we don't belong
Whoa oh oh, whoa oh oh oh
We don't belong here
It's the anthem of the underground
So get back up when they push you down
We're singing
Whoa oh oh, whoa oh oh oh
We don't belong here, we don't belong
(Whoa oh oh, whoa oh oh oh)
The gates of heaven were locked shut
The pits of hell they were all filled up
And I fear I don't belong here
(Whoa oh oh, whoa oh oh oh)
Whoa oh oh, whoa oh oh oh
We don't belong here, we don't belong
Whoa oh oh, whoa oh oh oh
We don't belong here
It's the anthem of the underground
So get back up when they push you down
We're singing
Whoa oh oh, whoa oh oh oh
We don't belong here, we don't belong
When you're alone
We don't belong
I don't belong"	Rock
6235	en	"When she said,
""Don't waste your words, they're just lies,""
I cried she was deaf.
And she worked on my face until breaking my eyes,
Then said, ""What else you got left?""
It was then that I got up to leave
But she said, ""Don't forget,
Everybody must give something back
For something they get.""
I stood there and hummed,
I tapped on her drum and asked her how come.
And she buttoned her boot,
And straightened her suit,
Then she said, ""Don't get cute.""
So I forced my hands in my pockets
And felt with my thumbs,
And gallantly handed her
My very last piece of gum.
She threw me outside,
I stood in the dirt where ev'ryone walked.
And after finding I'd
Forgotten my shirt,
I went back and knocked.
I waited in the hallway, she went to get it,
And I tried to make sense
Out of that picture of you in your wheelchair
That leaned up against 
.
Her Jamaican rum
And when she did come, I asked her for some.
She said, ""No, dear.""
I said, ""Your words aren't clear,
You'd better spit out your gum.""
She screamed till her face got so red
Then she fell on the floor,
And I covered her up and then
Thought I'd go look through her drawer.
And, when I was through
I filled up my shoe
And brought it to you.
And you, you took me in,
You loved me then
You didn't waste time.
And I, I never took much,
I never asked for your crutch.
Now don't ask for mine.."	Rock
9555	en	"If I listen to you then I'm a winner,
If I take you at your word every day.
There's nothing that can harm me I'm a winner
all the way,
If I take notice of what the words tell me,
It's not too long before I'm caught out in the
rain
You're the only one who can take me back again.
Taking me back, making me one with you,
Taking me back, making me new.
Taking me back, even when I've been done
with you,
Taking me back, you keep pulling me through,
To the love that won't give up - with you
I'm a winner
Here I am I'm a winner
See my world turned it upside down,
Maybe know that I'm nothing without you.
Got a brand new style of living with a
motivation,
When I know my way losing my direction.
That's when I get hurt with no one else to
blame
You're the only one who can heal me taking me
back again.
Taking me back, making me one with you,
Taking me back, making me new.
Taking me back, even when I've been done
with you,
Taking me back, you keep pulling me through,
To the love that won't give up here I am a
winner
Here I am I'm a winner.
If I listen to you then I'm a winner,
If I take you at your word every day.
There's nothing that can harm me I'm a
winner all the way,
Taking me back, making me one with you,
Taking me back, making me new.
Taking me back, even when I've been done
with you,
Taking me back, you keep pulling me through,
To the love that won't give up.
You keep taking me back, making me one
with you,
Taking me back, making me new.
Taking me back, even when I've been done
with you,
Taking me back, you keep pulling me through,
To the love that won't give up."	Rock
7041	en	"I don't wanna talk about it
Baby wanna talk all night
You're on your feet six days a week
We're working nights just trying to make ends meet
We break our backs on the killing floor
Another guy's what's we're doing it for
We got a lot, we don't more
Chorus:
We're rolling, baby
Tell me when you go
Rolling, ready
Tell me where to go
I don't wanna watch the TV
Wash the dishes now or pay the bills
Don't wanna eat, don't need to sleep
The only real meal that gives me a thrill
Don't need no candles, you're the spark
Don't need no matches, just a fire in the dark
We come together and that's a good start
Chorus:
Baby, crazy
And I know that you can't hide
'Cause the earth anywhere
There up on the other side
Chorus:
We're rolling, baby
Tell me when you go
Rolling, ready
Tell me where to go
Baby, crazy
And I know that you can't hide
'Cause the earth anywhere"	Rock
2612	en	"We're the last of the sleepless ones,
Left behind by those we left behind tonight.
Quiet now, let the boys intake,
Were we always, just your lost caused mistakes?
Wait for me, will you wait for me?
I need you on my side.
Way for me, make way for me,
With arms wide.
Alone, left alone,
Watch us slowly disappear with time.
Alone, still alone,
Forgotten, lost, and left behind.
Darklit streets are no place for kids,
But it gives us more, of a home than you ever did.
We're the scientists left to our own demise,
You're still our last chance, to get out of this place alive.
Wait for me, will you wait for me, with arms wide?
Alone, left alone,
Watch us slowly disappear with time.
Alone, still alone,
Forgotten, lost, and left behind.
Alone, left alone,
Watch us slowly disappear in time.
Alone, left alone,
Watch us slowly disappear with time.
Alone, still alone,
Forgotten, lost, and left-
Alone, left alone.
Watch us slowly disappear with time.
Alone, still alone.
Forgotten, lost, and left behind."	Rock
7513	en	"0I ain't lookin' for just excitement
Baby that's just a fact
If you want to get to her heart
You better let her know just where you're at
CHORUS:
It ain't written in the sky above
No fortune-teller told me this
You gotta tell her that you love her
Tell her that you need her
And give the girl a great big kiss
Give the girl a great big kiss
Now if you're such a fool you think
It don't matter, baby, what you say
Maybe you better tell her how you're feelin'
It ain't gonna happen any other way
(CHORUS)
Now baby all I wanna do
Is darlin' make sweet love to you
Now I don't know what the meanin' is
Why you wanna hide the things you feel and say
But baby it's just a natural fact
Love was never meant to be that way
(CHORUS)
Now baby all I wanna do
Is darlin' make sweet love to you."	Rock
