textid	text	label
1231	As pessoas tentam nos desanimar (Falando da minha geração) Só porque ficamos de bobeira (Falando da minha geração) As coisas que eles fazem parecem muito frias (Falando da minha geração) Eu espero morrer antes de ficar velho (Falando da minha geração) Essa é a minha geração Essa é a minha geração, baby Porque vocês todos não somem (Falando da minha geração) E não tente se aprofundar no que a gente fala (Falando da minha geração) Eu não estou tentando causar uma grande impressão (Falando da minha geração) Falando da minha geração (Falando da minha geração) Essa é a minha geração Essa é a minha geração, baby Porque vocês todos não somem (Falando da minha geração) E não tente se aprofundar no que a gente fala (Falando da minha geração) Eu não estou tentando causar uma grande impressão (Falando da minha geração) Falando da minha geração (Falando da minha geração) Essa é a minha geração Essa é a minha geração, baby Minha geração Minha geração As	Pop
1232	Dougie Dougie não presta Dougie não presta Dougie é o meu	Pop
1233	Fazendo amor Fazendo amor Fazendo amor Fazendo amor Fazendo ? Eu não tenho muito na forma de posses ou dinheiro Meu bolso vazio e carteira já viram dias melhores Mas eu penso comigo mesmo: ?Por que estou tão preocupado?? Porque se nós não estamos ganhando dinheiro Podemos muito bem ficar fazendo amor Estou trabalhando dia após dia só para pagar os impostos (Taxman) Contando as libras e os tostões conforme eles surgem Mas eu penso comigo mesmo: ?Estou bem com o que eu tenho? Porque se nós não estamos ganhando dinheiro Podemos muito bem ficar fazendo amor Eu não posso bancar as coisas que você adora e eu sinto muito Mas grandes anéis de diamantes não significam nada Nós estamos fazendo amor no chão Na, na, na, na ?	Pop
1234	As pessoas tentam nos desanimar (Falando da minha geração) Só porque ficamos de bobeira (Falando da minha geração) As coisas que eles fazem parecem muito frias (Falando da minha geração) Eu espero morrer antes de ficar velho (Falando da minha geração) Essa é a minha geração Essa é a minha geração, baby Porque vocês todos não somem (Falando da minha geração) E não tente se aprofundar no que a gente fala (Falando da minha geração) Eu não estou tentando causar uma grande impressão (Falando da minha geração) Falando da minha geração (Falando da minha geração) Essa é a minha geração Essa é a minha geração, baby Porque vocês todos não somem (Falando da minha geração) E não tente se aprofundar no que a gente fala (Falando da minha geração) Eu não estou tentando causar uma grande impressão (Falando da minha geração) Falando da minha geração (Falando da minha geração) Essa é a minha geração Essa é a minha geração, baby Minha geração Minha geração As	Pop
1235	da da da da da da da da da da da da da da daaah da da da da da da da da da da da da da da daaah oh Called your name today but no one answers anymore you turned and ran away like someone came and locked the door Paper pieces lyin' on the floor I fall to pieces now The coffees black and my heart is sore Pick me up, tape me together da da dada da Like paper pieces on the floor da da da da da da da da da da da da da da daaah da da da da da da da da da da da da da da daaah Since you left that day I've realized my minds made up on you my heart is capsized and I dont know what I'm gonna do Pick me up, tape me together da da dada da Like paper pieces on	Pop
1236	Ophelia era uma noiva de Deus Carmelita novata, Nas celas da irmã, os sinos da clausura, Soados na noite de seu casamento Ophelia era a menina rebelde, Uma sufragista de meia calça azul Que curou a sociedade entre seus cigarros E Ophelia era a queridinha de uma nação noturna Coxas curvilíneas, olhos vivazes, Amor era à primeira vista, Amor era à primeira vista, amor Ophelia era uma semi-deusa Na Babilônia antes da guerra Tão como estátua, uma silhueta Em vestidos de noite de cetim preto Ophelia era a amante para um jogador de Vegas Signora Ophelia Maraschina Cortesã de máfia Ophelia era a	Pop
1237	Seria Tão fácil se tudo fosse fácil Sem mover uma palha, esperar que tudo flua enquanto influenciados somos As razões para não prosseguir são tão claras Mas quem me mantem de pé me da forças Então eu vou além das barreiras, fronteiras Com passaporte, pois sou estrangeiro nesse lugar Onde tudo posso, nada posso Só depende de mim Onde não acontece, faça acontecer Onde não existir, faça	Pop
1238	Vejo ares, mares e pontes, enigmas eras e fantoches Unimos a favor da revolução Mas tememos que a guerra comece por nossas mãos Até quando vai ficar assim, nadando feito tolo na maré? Quem é você, lá dentro onde os corpos padecem com frio e fome? Quem é você, no palanque da morte por cheques que não são de xadrez? Quando nossos olhos se elevarão e montes não mais	Pop
1239	Habitual silêncio, janelas fechadas, sussurros pela porta Terra firme, porta trancada chave guardada, território magistral Sufoca, um lapso de memória, não consigo gritar Ao abrir os olhos vejo que nem tudo está em paz Maquiagem se desfaz e tudo vem a tona Mero mortal e a Supremacia Quanto mais lutamos mais travada se torna a batalha E não! Por mim mesmo não	Pop
1240	Errei na inocência tentando acertar Na viagem de instantes perdi o que mais amava E o que sobrou? O que sobrou ao menos fé eu espero Fé? e o que é fé? Se é na dureza do meu coração Fecho os olhos para o crescer da lua cheia E o brilhar das fãs estrelas que cultuam a você	Pop
1241	Me Sinto vazio e sem direção Onde estou? Para onde vou? Na sombra da noite sinto O quanto posso não ter dado importância a você O meu saber e sentir da fé Ficam mortos Quando vejo o Teu agir e não respondo aos Teus anseios Desprotegido estou Quando penso estar seguro por caminhos escuros clareados pelas minhas vontades Livra-me de mim mesmo Torna o	Pop
1242	Mesmo que o dia pare E eu não veja lá fora Nada muda aqui Meu interior frio está Num prelúdio de um entardecer Não seria capaz de expressar Se	Pop
1243	Quando a luz vier e o sol desaparecer O clarão irá cegar meus olhos que insistem em ver Os que agora sumiram juro que as vi Juro que as vi Minha maneira sempre por mim mesmo encontrou hoje O desalento com a solidão caída ao chão Lá estão as vestes de todos eles que ao meu lado estavam No	Pop
1244	Fazendo ouro tipo midas e você fala da minha vida humanos sempre sendo atores ocutando dores e as almas feridas Verso 1 Made in Taiwan reside Brasil Terra de olho gordo maconha e fuzil Mundo do avesso, conheço outras cores Milhares mulheres e seus sabores bruxo dos bruxo não quero luxo prezo por paz e meus mano no fluxo Nem precisou chegar no meu ouvido Esqueceu que não passa despercebido o meu é diferente faço pra quebrar corrente eu to ciente de uns pecados que eu tenho pra pagar me envolvi demais num jogo que eu nunca ia ganhar fui na fronteira visitar uns mano 022 só maluco insano Corpos sem alma e atos desumano Julga um menor pela cor e não faz ideia o tamanho do dano Ela senta e rebola no flow Faz cara de santa e chupa me olhando Tipo de mina que só no olhar já entende o que eu tô falando Pelos barraco laranja, ela de franja sem drama Gosta de baseado e se amarra na minha cama Eu vagabundo da pista, poeta analista Que extermina seu futuro e também o dos racista quem que vai dizer que não? arrasto tua filha e fodo os alemão ladrão toma pau pra ficar de lição Terra de ninguém Gatilho apertado sem saber quem é quem Nós que é o trem cheguei no nível que nada detém entre rajada e pipoco, louco troca soco, mas ainda é pouco saiu no preju pega ferro e da troco Quebro protocolo solo de gola polo degolo sub15 enterro no subsolo acreditar em puta quando fala de amor é tipo roleta russa com 6 bala no tambor meu desinteresse gera o teu desejo falta	Pop
1245	Troca soco, louco No morro e no topo Por tantos terem muito é que tantos tem tão pouco Troca soco, louco Do topo do morro Não é novidade nós morrer na fila do pronto socorro Cês são castelo de areia Prazer, Bazan Maré alta Não conhecem o próprio mundo e já pensam que é astronauta Isso não é um som Isso é relatos de guerra Fala que tô na mira A culpa não é minha se tu só erra Wheelman piloto de fuga carrasco Slackline em penhasco Cês são tartaruga no casco Eu sou flamengo, eles vasco O que não falta é lugar na cadeia Sangue de humano pra última ceia Bato minha cota Som de maluca, acerta os bota Sigo na rota Pra ter sossego e fazer nota O baile lota Nós que pilota, nós que picota Seu olho gordo motiva chacota Autodidata pra acabar com os verme que mata os menor pela cor da epiderme Tá tudo errado Os valor invertido Se eu jogo o boné na cara, camisa de time me julga bandido Em outro lugar tem gente lutando pra dar um suspiro Vocês tão mais preocupado em subir aqui e me encher de tiro Cuidado onde pisa! Caminho do topo é	Pop
1246	"Deixe Yeah, Finalmente eu percebi Que não sou nada sem você Eu estava errado Me perdoe Ah Ah Ah Ah Meu coração quebrado como uma onda Meu coração treme como uma ventania Meu coração desaparace como fumaça Não pode ser removida como uma tatuagem Eu suspiro profundamente como se o chão estivesse desabando Apenas poeira acumula-se em minha mente (Diga adeus) Yeah, achei que não seria capaz de viver um dia sem você Mas de alguma forma consegui viver mais do que pensei Você não responde nada enquanto eu choro gritando ""Sinto a sua falta"" Tenho uma expectativa vã que agora é útil O que acontece com essa pessoa ao seu lado, ele te fez chorar? Querida, você consegue ao menos me ver, esqueceu-se completamente? Estou preocupado, fico ancioso pois não consigo me aproximar nem para tentar conversar com você Passei longas noites sozinho, apagando meus pensamentos milhões de vezes Não olhe para trás e saia Não me encontre de novo e viva Pois não voltarei a te amar Fique apenas com as boas memórias Posso carregar isso de alguma forma Posso me levantar de alguma forma Se você é assim, deveria ficar feliz Fico angustiado dia após dia Oh, garota, eu choro, choro, Você é meu tudo, diga adeus Se nós passarmos um pelo outro nas ruas Aja como se não tivesse me visto e siga o seu caminho de antes Se você"	Pop
1247	"Deixe Yeah, Finalmente eu percebi Que não sou nada sem você Eu estava errado Me perdoe Ah Ah Ah Ah Meu coração quebrado como uma onda Meu coração treme como uma ventania Meu coração desaparace como fumaça Não pode ser removida como uma tatuagem Eu suspiro profundamente como se o chão estivesse desabando Apenas poeira acumula-se em minha mente (Diga adeus) Yeah, achei que não seria capaz de viver um dia sem você Mas de alguma forma consegui viver mais do que pensei Você não responde nada enquanto eu choro gritando ""Sinto a sua falta"" Tenho uma expectativa vã que agora é útil O que acontece com essa pessoa ao seu lado, ele te fez chorar? Querida, você consegue ao menos me ver, esqueceu-se completamente? Estou preocupado, fico ancioso pois não consigo me aproximar nem para tentar conversar com você Passei longas noites sozinho, apagando meus pensamentos milhões de vezes Não olhe para trás e saia Não me encontre de novo e viva Pois não voltarei a te amar Fique apenas com as boas memórias Posso carregar isso de alguma forma Posso me levantar de alguma forma Se você é assim, deveria ficar feliz Fico angustiado dia após dia Oh, garota, eu choro, choro, Você é meu tudo, diga adeus Se nós passarmos um pelo outro nas ruas Aja como se não tivesse me visto e siga o seu caminho de antes Se você"	Pop
1248	[Naldo] Vodca ou água de coco Pra mim tanto faz Gosto quando fica louca e cada vez eu quero mais Cada vez eu quero mais Whisky ou água de coco Pra mim tanto faz Eu já tô cheio de tesão e cada vez eu quero mais Cada vez eu quero mais 1, 2, 3, 4 Pra ficar maneiro joga o clima lá no alto Alto, em cima, alto, em cima Alto, em cima, alto, em cima Em cima, em cima, em cima, em cima (2x) Eu não tô de brincadeira Eu meto tudo, eu pego firme pra valer Chego cheio de maldade, eu quero ouvir você gemer Eu te ligo e chega a noite, vou com tudo e vai que vai Tem sabor de chocolate o sexo que a gente faz Corpo quente, tô suado, vem melar e vem lamber Só o cheiro, só o toque já me	Pop
1249	Se joga se joga joga no meu colo e vem Se joga se joga joga no meu colo e vem Se joga se joga joga no meu colo e vem Se joga se joga joga no meu colo e vem Quando você tá eu quero sentir sua boca agora Quero você sempre fazer então vem que não demora Então chega aqui então senta aqui e bota pra quebrar Revira a cama é nosso mundo de perna pro ar Me engole me sente repira me excita Me engole me sente repira me excita Se joga no meu colo amor Se joga no meu colo amor Se joga no meu colo amor Se joga se joga joga no meu colo e vem Se joga se joga joga no meu colo e vem Se joga se joga joga no meu colo e vem Onde você tá eu quero sentir sua boca agora	Pop
1250	Faz uma inspiração profunda…sente o calafrio na tua espinal medula Com tanto fumo denso a mente fica turva, viajo pela música divago Desligo o interruptor e nada penso inalo, fragância aromática do incenso Durante a escrita automática do verso intenso No santuário interior busco disciplina, corpo são e mente sã as regras da doutrina Dia-a-dia mantemos a fasquia alta, vivemos pela madrugada a escrever poesia Este Mc acorda…lança uma rima a fazer Tai-chi logo às nove da manhã A quebrar a rotina com golpes de kung fu, não como carne prefiro saita e tofu Foco no rumo tochas acendem-se no escuro, flutuo, o meu espírito visita o futuro Eu e o Fusão em constante elevação, as nossas auras brilham mais que uma constelação…	Pop
1251	Capitão cósmico!!! Acenta o tópico! Rachar cabeças moço é a alma do negócio Tetraplégicos, deficientes, pastilhentos, paraplégicos ou estropiados abanem o esqueleto Trago soro em tubos em formato auditivo, a tua cabeça cresce quando te dou ar comprimido IP Mórbido, compra o videojogo, não aconselhado para asmáticos tiro o fôlego Ataque teleguiado a falsos, impacto súbito, soam as sirenes no submundo vais ao fundo Epidemia sexual provoco impotência, cirurgia plástica para a falta de inteligência É mesmo assim moço, peço licença…envio-te potência aos pacotes, encomenda Recebes uma carta com o selo de Dealema…tem cuidado	Pop
1252	Relatório...há corruptos no território a sobrevoar o campo dos escravos do desejo Rádiodifusão de veneno, dias negros antevejo para aqueles que apresentam porte fraco Eles aparecem com nicks ou códigos, pisam palcos, inventam modos de enganar os povos Vejo-os ao longe pela sombra poeirenta...carrega no botão de emergência Trago protector contra falsos profetas com microfones...vírus H.I.Vedeta Andamos de olho na vossa postura, avizinha-se a ruptura da vossa actividade filhos da puta Tamos ligados a máquinas mas não somos simulados, Dealema a correr na caça à presa Venho sabotar o vosso génio vestido de medo, trago-vos aumento ao défice de oxigénio. Profetas demoníacos malignos, não dês ouvidos, eles dão tranquilizantes para o espírito Manipuladores da dependência buscam a crença, a terceira	Pop
1253	Auto-vocação discípulos em mestres, sigam-nos, formação de um bloco contra vígaros Alquimia...radiação de versos contra a putrefacção da epidemia dos fracos de espírito Dedica longas horas à leitura e um dia mais tarde lança a tua escritura Transcende o desânimo nos momentos de dúvida, a paixão pela música rejuvenesce a alma... ...ilumina a aura...mergulha, vê a fauna marinha a flutuar na tua retina Molda a tua personalidade como argila, transforma em ouro a tua fragilidade psíquica... Encaminho putos no bom caminho, transformo o veneno de serpentes em antídoto Contra bruxos...apóstolos diabólicos, o mundo é tão enorme que os falsos se	Pop
1254	A saudade aperta…o futuro acorda, mas há coisas que a mágoa não afoga Bons velhos tempos em que a vida era um rascunho onde anotava pedaços do meu destino Éramos um só…todos juntos num só caminho…À descoberta da existência de um movimento Era tudo verdadeiro e puro, na época a música voava como um sonho de um miúdo Ninguém competia apenas aprendia e brilhava quando mostrava aquilo que fazia Poesia genuína 100% urbana, do coração, sem exibição, sem cobiça Cada um à sua justiça reinava…da amizade e da rua extraía a sabedoria que adquiria De um abraço, uma palavra ou um sorriso de um amigo, era motivo de antalgia Mas tudo muda, incluindo a vida, mas nada compra, pensamentos de bons velhos tempos. Refrão: É o regresso ao passado, o presente é o futuro Máquina do tempo, o velho testamento em que não existia o veneno Bons velhos tempos, continuo aqui o mesmo Se	Pop
1255	Prémio Nobel Sublinho e cito…o aplauso morre, os prémios envelhecem e os acontecimentos são esquecidos Aqueles que realmente triunfam não são os que têm credenciais, são os que realmente se importam À nova geração na frente da batalha, na reinvindicação pelo direito à palavra Na medicina, no ensino e na ciência, e movimentos na defesa pelo verde no planeta À mãe que teve a força de dar luz a um filho…fruto da foda de um renegado malvado A toda a classe construtiva e produtiva, o país é a máquina e vocês a energia Aos portugueses que migram pelos ventos e quimeras de ofertas de uma vida mais decente Prémio Nobel do instinto da vida, para a mulher que é vítima e suporte da família Homenageio-vos com música e poesia gratuita, um pouco de humildade, sabedoria e boa vinda Troféus sepultados pela poeira da existência, velhice à adolescência o ciclo da vivência Idosos apanhados pela solidão do tempo, tou sentado na lua…consigo ouvir o vosso lamento Um consolo é uma diferença de um amigo, um minuto de atenção pode mudar um destino. Refrão: Os prémios envelhecem, as pessoas ficam Quem serão as que realmente brilham… O triunfo nasce mas é esquecido	Pop
1256	Sou viciado em ti vida e é assim todos os dias 365 melodias. Protecção no meu círculo, não é qualquer amigo que me seca as lágrimas de agonia. O Inverno é mais frio quando tou afastado, dou voltas à consciência como um cubo mágico. E penso em ti e no que guardo em mim, colecções de recordações em canções. Sou senhor do meu passo que partilho num abraço, mantenho-me acordado neste mundo petrificado. Competição entre anjos e demónios em corpos de pecado são esses que me deitam abaixo. Mas eu levanto-me com o peso da moral às costas Quando prefiro engolir do que ferir com respostas Às vezes és puta vida, mas não tens culpa. tu e eu já fizemos bodas de prata Em tempos quando era chavalo não sei se te recordas de mim, aquele puto fechado no quarto Transformava cassetes e livros em magia, música e amor medicina alternativa. Sou viciado em ti, e tu em mim Vida fronteiras, obstáculos, barreiras Caminhemos juntos como o último dia Este é o poema que dedico à vida Não	Pop
1257	No princípio era o verbo depois veio o credo...filho da puta agora comemos-te o cérebro Autonómico abstémio, bloqueio académicos, antropófago transformo fórmulas para génios Incrédulo no teu deus chama-me ateu congénito, gravito como astros em cosmos encefálicos Narrador da voz do diabo agasalhado na mortalha do teu desânimo Estalo o teu cérebro como um crepitáculo Liberto crianças envenenadas sem trajecto, espeto crápulas ignóbeis em estacas como Drácula Impreciso no límpido num mundo de ilusionismo, alisto mancebos em pelotões de iluminismo Mecenas protector de vocábulos e dilemas Radioscópico nos mais frágeis provoco pleuras com fonemas Medico surdos e esquizofrénicos, remendo e cicatrizo intelectos paraplégicos Trago versos de distintos universos para anémicos, atraio e quebro himens com preliminares metálicos Manifesto com sexo explícito para cegos, em procissões transformo estátuas em alucinações Não sou teu servo, se não entendem o que escrevo não tenho culpa marca consulta filho da puta Iconoclasta de casta incógnita, dono da vontade	Pop
1258	O movimento cresce a par e passo Mas navegamos num rio que está manchado De um lado a incompreensão é o adversário Do outro aqueles que vestem a camisola ao contrário Há muitos grupos, muitos projectos Mas a humildade ainda é pouca no trajecto Com que olhos somos vistos pelo povo ou pelos média? Não me interessa, já caguei para essa merda MC’s e DJ’s, B-Boys ou nos Graff’s Caminhamos para os milhares de filiados nas artes Mas há regras e éticas para bombar com estética Estragam monumentos, poluem movimentos Há cowboys alados que se auto-denominam de soldados Na música não passam de gaiatos Qualquer um pode fazer um verso potente Mas até que ponto é que escreve aquilo que sente? Qualquer um grava um álbum, “fecha o tasco” Dá um nome a um colectivo ou inventa um manifesto Cuidado! Mais tarde ou mais cedo, no tempo certo A verdade aparece, o vigário é apanhado No fundo sinto medo e desgosto ao mesmo tempo Porque o sentimento da velha escola se evapora com o tempo Retomo a contagem no cronómetro Continuo a bater o record mínimo Há muito para compreender, para descobrir Cultura pura, será que a sabes sentir? Não é uma mera imagem, é um símbolo Sentimento em bruto à espera	Pop
1259	Ó moço, triplo X Fusão na arena, o sol brilha na cidade…grande cena! Carburação máxima epopeia fabulástica, um brinde para a gera que fode na praia Campanha a favor do mercado pirata, maquetes de Dealema com desconto vale a pena Fornecimento exclusivo de pó de talco, mulheres com irritações na cona subam ao palco Bloco 24, 14 de Outubro a S Roque…triângulo de terrorismo sónico Editoras provocam desemprego nas obras, otários galopam nos tops como centauros Não há limites estabelecidos, não há histórias, esta merda cheira pior que um camião cheio de bófias Queria dedicar um presente a todos os cínicos, agora não tou com gases…mas fica prometido Tripeiro de gema, Fusível Dealema, curso interactivo para Mc’s que não manjam peta desta cena Chama-me gatuno ou gandulo, ou artista que leva as sopeiras do bairro ao rubro! Intensidade, temperatura	Pop
1260	Quanto custa a fé de um devoto a Cristo? Até que ponto sacrificas o espírito? Descobre o diabo que há em ti e convida-o, a um exorcismo colectivo auto-destrutivo Feitiçaria? O mal não vem por magia…é parido na perversão do dia-a-dia O nosso inferno interior é um estado nato, purgatório que oscila entre a alma e o pecado Crescemos com o sentido da moralidade, mas desenvolvemos uma raiz de brutalidade É a lei da sobrevivência…o desafio à inteligência, o consciente é violado pela demência A inveja…a coima paga pela alma é o sacrifício na crença, será que a morte de Jesus valeu a pena? O meu papel é o de acusador ao culto do fanatismo que reencarna a cada segundo. Refrão: A chama que queima a alma é o pecado Carência, malícia, a ruína, ser humano É o diabo, que reina no profeta ou no fraco O tempo vem de luto, o Juízo é preparado. Ateus, agnósticos, fracos ou religiosos fanáticos, na futilidade são como cegos Contradição numa moral de podridão, vejo ao longe os estragos da imputação A encarnação do Messias é alegórica…mas a corrosão do ser humano já é histórica Voam como anjos delegados do Espírito Santo, mas o que escondem com as asas é macabro Uma vez por ano ajoelham-se até Fátima…mas no resto do tempo põem a malícia em prática Mentem,	Pop
1261	Recebi a Informação Que Você Perguntou Por Mim, Achei Beleza E Pensei : Tamos Aí Lembrei Que Tu é Gatinha Gente Fina Tem Estilo Coisa E Tal E Então: Vamos Sair Não é Pra Ter Vergonha: Liga Pra Mim Você Tem Meu Telefone É De Você Que Eu Estou Afim Estou Pronto Pra Viver Os Melhores Momentos Da Minha Vida Junto Com Você	Rock
1262	Não quero saber se eu não tive dignidade ao ocupar seu lugar Agora é tarde e não adianta prender a respiração Não acho	Rock
1263	Sei que te incomoda essa minha carinha triste Mas ela só demonstra que o amor ainda existe Talvez a humildade tenha sido meu defeito Mas só me critica que jamais amou alguém Eu ando pelas ruas cantarolo uma canção La la la la la tentando achar uma solução já sei o que fazer pra conquistar o seu respeito Sem motivo aparente eu lhe mandar no (tuu.) Refrão Carinha triste Carinha triste e todo dia vai raiar eu sei, o amanhã existe Encarar a vida como	Rock
1264	Lá vem eles de novo Me forçar a aceitar ar O que eu acho errado Não que eu seja contra Nem que eu queira teimar ar Só vejo um outro lado Será que ter opinião É algo ou um tipo de agressão Com muita pretensão Alguém pode passar a vida inteira Pensando de certa maneira Já eu acho que não Pra você eu sou um caso perdido Minha vida não tem muito sentido Mas eu gosto dela assim Eu não estou afim	Rock
1265	E eu só lhe peço pra prestar atenção em mim Apenas um minuto prestar atenção em mim E eu só lhe peço pra prestar atenção em mim Apenas um minuto prestar atenção em mim Deve soar tão arrogante confiar em si próprio o bastante Pra passar o dia todo fazendo posse de eu mesmo O problema é	Rock
1266	Quero dizer como é bonito amar Como é gostoso estar apaixonado por você Agora eu sei como é bom te beijar e te abraçar E te dizer amo você As músicas mais engraçadas que eu já ouvi na minha vida Foi na sua casa você me mostrou Discos que não vou esquecer E as danças mais modernas que até hoje eu já aprendi Você vem me dar motivos pra sorrir me divirto com você Então se é assim, você pode confiar em mim Eu sou só seu aonde eu tenho que assinaaaaar	Rock
1267	Pensei em sair pra caminhar Preciso de um tempo pra mim Concertar o que já fiz Ficar até o fim Passa as horas e não sei mais Qual razão me moveu Se eu voltar um tempo atrás Não contar o que aconteceu Não vai ser demais	Rock
1268	provocação, nem vou ligar você me dá a vez e eu passo. não vou cair nessa armadilha nem me entregar assim tão fácil Uhuuu.. Deus me deu um cérebro você me deu uma razão pra usa-lo e eu não vou perder essa oportunidade.. uhuu. uhuu.. perseguição nao surte efeito eu nunca vi coisa mais chata é	Rock
1269	Olha essa menina Como me domina Quem manda é mesmo ela Uma jóia rara Me deixou de cara Caindo nas tabelas Preso na armadilha Dessa maravilha Virei manjar de fera Quando eu te vi eu já fiquei tarado Louco desvairado sem razão: amor Quis a vida inteira pra ficar do lado Desse céu dourado que a vovó	Rock
1270	Eu sei que eu sou bonito Eu sei que eu sou famoso Mas com essa menina não adianta ser gostoso oh não essa menina não quer dar pra mim ela diz não, não, não, baby Eu sei q não tem mais jeito Não tem mais solução Eu já tentei de tudo mas ela me disse não, oh não Essa menina não quer dar pra mim Ela diz não, não, não, baby Oh não Se no banheiro eu me acabar Ela não vai nem saber Ela não vai me ligar Oh não Essa menina não	Rock
1271	Aquela menina que você sempre amou Agora não se compara a todas essas mulheres que você tem conhecido ultimamente Aquela galera com quem você sempre andou Agora não tem mais graça Perto de todas essas pessoas com quem você tem saído recentemente Então, não tenha medo de aproveitar Você não sabe quanto isso vai durar Curta o máximo que você conseguir Porque à medida que o tempo passar pode aparecer alguém que tome o seu lugar Essa história eu também	Rock
1272	Até que ponto chega a ingenuidade Existem coisas que eu jamais imaginei que iriam acontecer comigo Conclusões que as pessoas tiram sobre algo que eu já tenha feito E essas coisas eu nunca pensei que sequer existiam Um dos meus erros foi não ter me informado Eu deveria ter tomado muito mais cuidado Cuidado com o que eu digo Cuidado com o que eu sou Cuidado pra que a espontaneidade não vire algo errado Eu mereço Eu sou inocente E a culpa é toda minha Eu	Rock
1273	Eu não morri, nnnnnão morri, eu juro pra vocês que eu não morri Eu não morri, nnnnnão morri, se eu tivesse morrido não estaria aqui Foi a melhor coisa que já me aconteceu foi a maior emoção que eu já conheci E é tão bom poder estar aqui pra contar por essa eu não esperava eu não morri Eu não morri, nnnnnão morri, eu juro pra vocês que eu não morri Eu não morri, nnnnnão morri, se eu tivesse morrido não estaria aqui Quando alguém tem um	Rock
1274	Quantas vezes você já deixou coisas importantes para trás Em troca de atalhos Quantas vezes você preferiu ser preferido a ser feliz E deixou escapar por um triz Eu vou errando E consertando Eu vou tentando Eu vou vivendo	Rock
1275	Depois do seu milesimo centesimo oitavo vacilo Sempre acompanhado de um pedido de desculpas Eu chego a conclusão de que na verdade é minha culpa Por nao ter me livrado de você a muito tempo atrás Mas nessa situção o que é mais engraçado É que eu conheço bem seu nome, seu endereço e seu passado Dizem por aí que a vingança não leva a	Rock
1276	Você fica irritado comigo Só porque você me acha mais bonito que você Você já fica todo nervoso Quando te dizem que eu sou mais talentoso que você Sua vida anda mesmo sem graça, Pois a única saída que você acha é me difamar Isso até que veio bem a calhar Eu estava precisando de alguém para me divulgar Fale mal de mim Fale o que quiser de mim Mas por favor, não deixe que em nenhum momento Eu deixe de estar no seu	Rock
1277	Mãos que constroem Mentes que geram idéias Que se tornam realidade A qualidade de criar Uma nova engrenagem de acordo com a necessidade a novidade que se precisar botar a cabeça para funcionar O poder de resolver é uma arte Esta é a arte de saber se virar e de inventar soluções Diferente do que eu sempre ouço dizer, atitude pra mim é fazer acontecer a arte de saber se virar e de enfrentar situações Diferente do que eu sempre ouço dizer,	Rock
1278	Tem situações em que a gente se encontra Que dá a impressão Que tudo está contra Não se consegue sentir outra coisa Se não falta de ar Encontrar com gente de má vontade Que só te impõe dificuldade Parece tirar sua capacidade de respirar Mas existe outro tipo de pessoa Que eu considero muito gente boa Posso garantir que gente assim ainda há Gente boa pra te dar valor Gente boa que está a seu favor Gente boa que não vai se opor ao que você mais desejar Gente boa	Rock
1279	Olha lá vem o homem-clichê Estereotipado ele quer ser Frase feita ele vai dizer Todo mundo gosta dele Não de você	Rock
1280	Meu coração não sabe qual a direção, o rumo que vai me guiar mil encantos tem o mundo meu coração tem lá sua razão, não quer mais sofrer em vão quer resolver em um segundo Solidão, parceira de mil noites minha tábua de salvação qual palavra que dá nome? que retoma minha atenção completamente impaciente esperar você chegar sou	Rock
1281	O ódio me tornou Mais íntimo de você Mais íntimo do que eu Do que eu queria ser Meus olhos refletindo Sua cólera e confusão E eu perdido num instante De pura identificação /// (Refrão) Vou te contar Foi meio deprê Vou te contar Descobri que no espelho Era eu e não	Rock
1282	Já cansei de te ouvir falar como eu devo ser Cansei do seu esforço em você só querer fazer O que todo mundo gosta, o que todo mundo faz Todo mundo quer, todo mundo corre atrás Eu quero ser o que nunca existiu Ter ambição pelo o que nunca ninguém viu Imitar alguém que eu nunca conheci Ter um dom pelo o	Rock
1283	"Uah-bap-lu-bap-lah-béin-bum! Let me sing, let me sing Let me sing my rock'n'roll Let me sing, let me swing Let me sing my blues and go, say Não vim aqui tratar dos seus problemas O seu Messias ainda não chegou Eu vim rever a moça de Ipanema E vim dizer que o sonho O sonho terminou Eu vim rever a moça de Ipanema E dizer que o sonho O sonho terminou Tenho 48 quilos certo? 48 quilos de baião Não vou cantar como a cigarra canta Mas desse meu canto eu não lhe abro mão Não vou cantar como a cigarra canta Mas desse meu canto eu não lhe abro mão Não quero ser o dono da verdade Pois a verdade não tem dono, não Se o ""V"""	Rock
1284	Cuidado com a direção, meu bem Ou vai dar no lugar errado (2x) O que eu quero é ir depressa Vamos logo ao que interessa Cuidado com a direção, meu bem Ou vai dar no lugar errado Enquanto eu já fui e voltei Você ficou aí parado (2x) Levando assim a vida à toa Você não vê	Rock
1285	Liga Desliga Liga Desliga É você quem comanda a máquina Ou é a máquina que comanda você Liga Desliga Liga Desliga Máquina É você que	Rock
1286	Você me diz para parar de inventar Que as fórmulas se esgotaram É melhor se enquadrar você tem que desistir Foi o que me ensinaram Pros meus valores ninguém deu valor Eles bem que tentaram Mas infelizmente eu estou aqui Esse é um trabalho para o... Marketeiro , markete e e e eiro Só você pode me salvar Marketeiro , markete e e e eiro Só você pode me salvar Pode ser adaptável Nos tornar aceitável	Rock
